fokontany,commune,district,region,province
Sakoanabo Bas,Fotadrevo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Beapemba,Fotadrevo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Satranarivo,Fotadrevo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Bekiseny,Fotadrevo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ambilany Haut,Fotadrevo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ankilibe,Fotadrevo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Tanantsoa,Fotadrevo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Anarabemoko,Fotadrevo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ranomasy II,Fotadrevo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Beteny,Fotadrevo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ankilitsidiro,Fotadrevo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Tanantsoa,Isorana,Isandra,Matsiatra Ambony,Fianarantsoa
Vatambe,Isorana,Isandra,Matsiatra Ambony,Fianarantsoa
Tambohobe Vohitsisaky,Isorana,Isandra,Matsiatra Ambony,Fianarantsoa
Ankiririsa,Itampolo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ankilitelo,Itampolo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Andranotsiriry Nord,Fotadrevo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Andohareana,Isorana,Isandra,Matsiatra Ambony,Fianarantsoa
Amboakitsy,Isorana,Isandra,Matsiatra Ambony,Fianarantsoa
Sabotsy Itomboana,Isorana,Isandra,Matsiatra Ambony,Fianarantsoa
Sahasoa Itomboana,Isorana,Isandra,Matsiatra Ambony,Fianarantsoa
Antsakoabe,Maevatanana II,Maevatanana,Betsiboka,Mahajanga
Maroaboaly,Maevatanana II,Maevatanana,Betsiboka,Mahajanga
Bemaharivo Andrefana,Maevatanana II,Maevatanana,Betsiboka,Mahajanga
Marofototra,Maevatanana II,Maevatanana,Betsiboka,Mahajanga
Manganoro,Maevatanana II,Maevatanana,Betsiboka,Mahajanga
Ambatokely,Maevatanana II,Maevatanana,Betsiboka,Mahajanga
Mahatsinjo Nord,Maevatanana II,Maevatanana,Betsiboka,Mahajanga
Andranomena,Mampikony II,Mampikony,Sofia,Mahajanga
Ampijoroana,Mampikony II,Mampikony,Sofia,Mahajanga
Miadanasoa,Mampikony II,Mampikony,Sofia,Mahajanga
Besasavy Sud,Itampolo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ambalabe Beavoha,Itampolo,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Andrafiabe,Maevatanana II,Maevatanana,Betsiboka,Mahajanga
Antetezana,Maevatanana II,Maevatanana,Betsiboka,Mahajanga
Antanandava,Maevatanana II,Maevatanana,Betsiboka,Mahajanga
Matsaborimena,Mampikony II,Mampikony,Sofia,Mahajanga
Bekobany,Mampikony II,Mampikony,Sofia,Mahajanga
Ambodisakoana II,Mampikony II,Mampikony,Sofia,Mahajanga
Antsirasira I,Mampikony II,Mampikony,Sofia,Mahajanga
Ambatobe,Mampikony II,Mampikony,Sofia,Mahajanga
Maevatananakely,Mampikony II,Mampikony,Sofia,Mahajanga
Ambohimanarivo Fototra,Manandroy,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Soanierana,Manandroy,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Ankarinera Ouest,Manandroy,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Vondrombe,Manandroy,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Fahidahy,Manandroy,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Sahafody,Manandroy,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Ankarinera Est,Manandroy,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Ambohimahatsinjo Ouest,Manandroy,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Andranovelona,Mananjara,Ambohidratrimo,Analamanga,Antananarivo
Cap Diego,Diego Suarez,Antsiranana I,Diana,Antsiranana
Tsiroamandidy,Djangoa,Ambanja,Diana,Antsiranana
Djangoa,Djangoa,Ambanja,Diana,Antsiranana
Antanandava,Djangoa,Ambanja,Diana,Antsiranana
Ankarongana,Djangoa,Ambanja,Diana,Antsiranana
Tsarahonenana,Mampikony II,Mampikony,Sofia,Mahajanga
Ambatomay,Mampikony II,Mampikony,Sofia,Mahajanga
Ankijanimadiro,Mampikony II,Mampikony,Sofia,Mahajanga
Amparihimanonga,Mampikony II,Mampikony,Sofia,Mahajanga
Antanambao Radadiny,Mampikony II,Mampikony,Sofia,Mahajanga
Ambohitsilaizina,Mananjara,Ambohidratrimo,Analamanga,Antananarivo
Antanetibe,Mananjara,Ambohidratrimo,Analamanga,Antananarivo
Mananjara,Mananjara,Ambohidratrimo,Analamanga,Antananarivo
Alarobia,Mananjara,Ambohidratrimo,Analamanga,Antananarivo
Ambonaramena,Mananjary,Mananjary,Vatovavy,Fianarantsoa
Fenoarivo Ranomainty,Ebelo,Amboasary-Atsimo,Anosy,Toliara
Anarafito,Ebelo,Amboasary-Atsimo,Anosy,Toliara
Ankobay,Ebelo,Amboasary-Atsimo,Anosy,Toliara
Sofiramandroso,Efatsy,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Ambalafatsy,Efatsy,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Marofinaritra,Mananjary,Mananjary,Vatovavy,Fianarantsoa
Ebelo Tsaramandroso,Ebelo,Amboasary-Atsimo,Anosy,Toliara
Valohazomanga,Ebelo,Amboasary-Atsimo,Anosy,Toliara
Bevalay,Ebelo,Amboasary-Atsimo,Anosy,Toliara
Ankaramangotroky,Ebelo,Amboasary-Atsimo,Anosy,Toliara
Ambalavolo,Efatsy,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Anandroza,Efatsy,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Voaseva Vololena,Efatsy,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Ambalamanga,Efatsy,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Maroroka Anivotsara,Efatsy,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Anadabo,Ehara,Benenitra,Atsimo-Andrefana,Toliara
Beapombo,Ehara,Benenitra,Atsimo-Andrefana,Toliara
Analamena,Ehara,Benenitra,Atsimo-Andrefana,Toliara
Bekinana Haut,Ehara,Benenitra,Atsimo-Andrefana,Toliara
Belamoty Kely,Ehara,Benenitra,Atsimo-Andrefana,Toliara
Antaly,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Esifake,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Andoharano,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Tsikoakahitse,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Tranomboro,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ambatovaky Tanantsoa,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ambatovaky Centre,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Kilimidega,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Tsizarae,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Marovahatse,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Elonty,Ehara,Benenitra,Atsimo-Andrefana,Toliara
Ankilimary,Ehara,Benenitra,Atsimo-Andrefana,Toliara
Sakoantovo,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Farafatse,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Mirafy,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Behazondregnetse,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ambatokapike,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Tananondaty,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Behatravy,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Anjatoka,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Tanambe,Efatsy,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Mandarano Ouest,Ehara,Benenitra,Atsimo-Andrefana,Toliara
Tanandava Bas,Ehara,Benenitra,Atsimo-Andrefana,Toliara
Ehara,Ehara,Benenitra,Atsimo-Andrefana,Toliara
Eseva,Ehara,Benenitra,Atsimo-Andrefana,Toliara
Ankozohozo,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Andranomena,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Anivorano,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Sakanay Nord,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Enosy,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Besakoa Liambositse,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Beholiva,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Beara,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Lambomaty,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Mitsoriake,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Antsevaseva,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Bekinagna,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ejeda Centre,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Antsevaseva Befoe,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Tanandava,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Etory,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ankazota,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Beviro,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ejeda Nord,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ejeda Sud,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Fentsifake,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Bekily,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ambinda,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Matave,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Bedeboke,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Manakaravavy,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Manakaralahy Sud,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ampozoke,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Manakaralahy Nord,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Mandopake I,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Besakoa Nord,Elonty,Amboasary-Atsimo,Anosy,Toliara
Fanjakamandroso,Elonty,Amboasary-Atsimo,Anosy,Toliara
Beadabo Nord,Elonty,Amboasary-Atsimo,Anosy,Toliara
Maroforoha,Elonty,Amboasary-Atsimo,Anosy,Toliara
Mieba,Elonty,Amboasary-Atsimo,Anosy,Toliara
Mandopake II,Ejeda,Ampanihy Ouest,Atsimo-Andrefana,Toliara
Ambatomanaky,Elonty,Amboasary-Atsimo,Anosy,Toliara
Bemandresy Androtsy,Elonty,Amboasary-Atsimo,Anosy,Toliara
Soamanonga Est,Elonty,Amboasary-Atsimo,Anosy,Toliara
Elonty,Elonty,Amboasary-Atsimo,Anosy,Toliara
Belaza,Erada,Ambovombe-Androy,Androy,Toliara
Vohibaoe I,Erada,Ambovombe-Androy,Androy,Toliara
Ambory I,Erada,Ambovombe-Androy,Androy,Toliara
Ambory II,Erada,Ambovombe-Androy,Androy,Toliara
Mitreaky,Erada,Ambovombe-Androy,Androy,Toliara
Habohabo Sud,Erada,Ambovombe-Androy,Androy,Toliara
Habohabo Nord,Erada,Ambovombe-Androy,Androy,Toliara
Erada II,Erada,Ambovombe-Androy,Androy,Toliara
Erada IIi,Erada,Ambovombe-Androy,Androy,Toliara
Ambanikily Sud,Erada,Ambovombe-Androy,Androy,Toliara
Ambanikily Nord,Erada,Ambovombe-Androy,Androy,Toliara
Erada I,Erada,Ambovombe-Androy,Androy,Toliara
Ankazomagnitsy,Erada,Ambovombe-Androy,Androy,Toliara
Anketa,Erada,Ambovombe-Androy,Androy,Toliara
Andakatoposa,Esira,Amboasary-Atsimo,Anosy,Toliara
Enosiary,Enaniliha,Taolagnaro,Anosy,Toliara
Emanindry,Enaniliha,Taolagnaro,Anosy,Toliara
Belitsaky,Erada,Ambovombe-Androy,Androy,Toliara
Nisorona,Erada,Ambovombe-Androy,Androy,Toliara
Ankaragnabo,Erada,Ambovombe-Androy,Androy,Toliara
Befihamy Ihosy,Esira,Amboasary-Atsimo,Anosy,Toliara
Betonta,Esira,Amboasary-Atsimo,Anosy,Toliara
Lapiry,Esira,Amboasary-Atsimo,Anosy,Toliara
Eramamy,Esira,Amboasary-Atsimo,Anosy,Toliara
Mandabe,Esira,Amboasary-Atsimo,Anosy,Toliara
Esira,Esira,Amboasary-Atsimo,Anosy,Toliara
Ambatomasy,Esira,Amboasary-Atsimo,Anosy,Toliara
Mandarano,Esira,Amboasary-Atsimo,Anosy,Toliara
Emieba,Esira,Amboasary-Atsimo,Anosy,Toliara
Mandoha,Esira,Amboasary-Atsimo,Anosy,Toliara
Ambahihy,Emagnobo,Taolagnaro,Anosy,Toliara
Androangabe,Enakara-Haut,Taolagnaro,Anosy,Toliara
Fenoandala,Enakara-Haut,Taolagnaro,Anosy,Toliara
Emoita,Enakara-Haut,Taolagnaro,Anosy,Toliara
Emalitsy,Enakara-Haut,Taolagnaro,Anosy,Toliara
Manombo,Esira,Amboasary-Atsimo,Anosy,Toliara
Belavenoka,Esira,Amboasary-Atsimo,Anosy,Toliara
Mitray,Esira,Amboasary-Atsimo,Anosy,Toliara
Iarindrano,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Marofody,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Sarinosy,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Tanambao,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Ihakia,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Antondabe,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Vohitsidy,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Fandana,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Anaviavy,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Bemangevo,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Amborobe,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Iabovarigna,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Mahabe,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Maroroka,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Etrotroka,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Kidiamonta,Etrotroka Atsimo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Evato,Evato,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Ambatomena,Evato,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Anambotaka,Evato,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Vohimary,Evato,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Ambohimandroso,Evato,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Anakizo,Evato,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Anovy,Fahizay,Ambositra,Amoron'i Mania,Fianarantsoa
Soanierana Volazato,Fahizay,Ambositra,Amoron'i Mania,Fianarantsoa
Ankorabe,Fahizay,Ambositra,Amoron'i Mania,Fianarantsoa
Ampahipeno,Fahizay,Ambositra,Amoron'i Mania,Fianarantsoa
Ambohibary Ava,Fahizay,Ambositra,Amoron'i Mania,Fianarantsoa
Amparibe,Fanambana,Vohemar,Sava,Antsiranana
Fanambana,Fanambana,Vohemar,Sava,Antsiranana
Ambakirano,Fanambana,Vohemar,Sava,Antsiranana
Analovana,Fanambana,Vohemar,Sava,Antsiranana
Antsahafotsy,Fanambana,Vohemar,Sava,Antsiranana
Ampiadiana,Fahizay,Ambositra,Amoron'i Mania,Fianarantsoa
Ambohitsoa Tananomby,Fahizay,Ambositra,Amoron'i Mania,Fianarantsoa
Ankijabe,Fanambana,Vohemar,Sava,Antsiranana
Anjavilava,Fanambana,Vohemar,Sava,Antsiranana
Morafeno,Fanambana,Vohemar,Sava,Antsiranana
Talata Fandrandava,Fandrandava,Lalangina,Matsiatra Ambony,Fianarantsoa
Iseta,Fandrandava,Lalangina,Matsiatra Ambony,Fianarantsoa
Fandanana,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Morafeno,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Anivonosy,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Lanonana,Fanasana,Brickaville,Atsinanana,Toamasina
Hanahana,Fanasana,Brickaville,Atsinanana,Toamasina
Fanasana,Fanasana,Brickaville,Atsinanana,Toamasina
Mangabe,Fanasana,Brickaville,Atsinanana,Toamasina
Sandrakazomena,Fanasana,Brickaville,Atsinanana,Toamasina
Ambodibonara,Fanandrana,Toamasina II,Atsinanana,Toamasina
Amboasana,Fanandrana,Toamasina II,Atsinanana,Toamasina
Fanandrana,Fanandrana,Toamasina II,Atsinanana,Toamasina
Ambatorao,Fanandrana,Toamasina II,Atsinanana,Toamasina
Ambodihazoambo,Fanasana,Brickaville,Atsinanana,Toamasina
Ambohijato Ambony,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Fiadanana,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Malaza,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Andraimasina,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Ambohimandroso,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Maharivo,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Tadio II,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Ampatora,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Tadio I,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Anteza,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Morarano,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Vohibolo,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Ambohibary II,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Andranoraikitra,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Ambohijato,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Ankilahila,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Tsimialona,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Andaobato Atsimotsena,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Ambatonandriana,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Ambohidralamanga,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Analabe,Enakara-Haut,Taolagnaro,Anosy,Toliara
Enakara Haut,Enakara-Haut,Taolagnaro,Anosy,Toliara
Eminiminy,Enaniliha,Taolagnaro,Anosy,Toliara
Enaniliha,Enaniliha,Taolagnaro,Anosy,Toliara
Baketra,Enaniliha,Taolagnaro,Anosy,Toliara
Andoharano,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Malakialina II,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Ambolotara,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Malakialina I,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Amboatsaonjo,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Ambohimahaihova,Fanjakana,Isandra,Matsiatra Ambony,Fianarantsoa
Fanjakana,Fanjakana,Isandra,Matsiatra Ambony,Fianarantsoa
Ambatolahinandriamanalina,Fanjakana,Isandra,Matsiatra Ambony,Fianarantsoa
Lazaina,Fanjakana,Isandra,Matsiatra Ambony,Fianarantsoa
Ranomena,Fanjakana,Isandra,Matsiatra Ambony,Fianarantsoa
Ambohipihaonana,Fanjakana,Isandra,Matsiatra Ambony,Fianarantsoa
Fiva,Fanjakana,Isandra,Matsiatra Ambony,Fianarantsoa
Ambalamarina Est,Fanjakana,Isandra,Matsiatra Ambony,Fianarantsoa
Ambodisandra,Fanjakana,Isandra,Matsiatra Ambony,Fianarantsoa
Amboanio,Farafangana,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Mahasoa,Farafangana,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Ambahibe,Farafangana,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Anivorano,Farafangana,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Mahafasa Avaratra,Farafangana,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Mahafasa Andrefana,Farafangana,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Bemana,Fanjakana,Beroroha,Atsimo-Andrefana,Toliara
Besatra,Fanjakana,Beroroha,Atsimo-Andrefana,Toliara
Mahabo,Fanjakana,Beroroha,Atsimo-Andrefana,Toliara
Marokoazy,Fanjakana,Beroroha,Atsimo-Andrefana,Toliara
Antanimena Manody,Fanjakana,Isandra,Matsiatra Ambony,Fianarantsoa
Mahatsara Avaratra,Farafangana,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Benavony,Farahalana,Sambava,Sava,Antsiranana
Ratsiteza,Farahalana,Sambava,Sava,Antsiranana
Antanandava,Farahalana,Sambava,Sava,Antsiranana
Farahalana,Farahalana,Sambava,Sava,Antsiranana
Maheva,Farahalana,Sambava,Sava,Antsiranana
Anosy,Farahalana,Sambava,Sava,Antsiranana
Ambatomainty,Farahalana,Sambava,Sava,Antsiranana
Anosy/antsahaborara,Farahalana,Sambava,Sava,Antsiranana
Antafononana,Farahalana,Sambava,Sava,Antsiranana
Fihaonana,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Ambondrona,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Antanetibe,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Ambohipoloalina Antaboaka,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Ambodiala,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Miadanandriana,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Marohanina,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Ambohimandroso,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Faratsiho,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Sahomby Firaisana,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Antananambo,Farahalana,Sambava,Sava,Antsiranana
Amboronala,Farahalana,Sambava,Sava,Antsiranana
Tsaratanana,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Soanierana,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Dango,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Antohomadio,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Mahatsinjo Mampihavana,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Ampizarankisoa,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Antsira Tsiandramana,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Fisoronana,Faratsiho,Faratsiho,Vakinankaratra,Antananarivo
Ambodiara Nord,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Ambinanisery,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Volobe,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Antenimbelona,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Ambohinihaonana,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Andrefaninanobe,Faravohitra,Faratsiho,Vakinankaratra,Antananarivo
Ambohitsara,Faravohitra,Faratsiho,Vakinankaratra,Antananarivo
Amparihimanga,Faravohitra,Faratsiho,Vakinankaratra,Antananarivo
Faravohitra,Faravohitra,Faratsiho,Vakinankaratra,Antananarivo
Fenomanantsoa,Faravohitra,Faratsiho,Vakinankaratra,Antananarivo
Andranomaintso,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Fiadanana Nord,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Morarano,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Ampasimbola I,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Sakavanana,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Ialasora,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Fandriana Enimpololahy,Fandriana,Fandriana,Amoron'i Mania,Fianarantsoa
Soatana,Fanjakana,Beroroha,Atsimo-Andrefana,Toliara
Manamby,Fanjakana,Beroroha,Atsimo-Andrefana,Toliara
Ilaza,Fanjakana,Beroroha,Atsimo-Andrefana,Toliara
Tsimiamboholahy,Fihaonana,Ankazobe,Analamanga,Antananarivo
Tsimialona,Fihaonana,Ankazobe,Analamanga,Antananarivo
Laimandry,Iarintsena,Ambalavao,Matsiatra Ambony,Fianarantsoa
Ambinanimbaza,Iarintsena,Ambalavao,Matsiatra Ambony,Fianarantsoa
Fivanona,Iarintsena,Ambalavao,Matsiatra Ambony,Fianarantsoa
Ambondrobe,Fenoarivo,Ambalavao,Matsiatra Ambony,Fianarantsoa
Mahavanona,Fenoarivo,Ambalavao,Matsiatra Ambony,Fianarantsoa
Maroilo,Fenoarivo,Ambalavao,Matsiatra Ambony,Fianarantsoa
Tsaramivondrona,Fihaonana,Ankazobe,Analamanga,Antananarivo
Sambatra,Fihaonana,Ankazobe,Analamanga,Antananarivo
Marovoraka,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Tsaratanana,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Tsararivotra,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Fenoarivo,Fenoarivo,Ambalavao,Matsiatra Ambony,Fianarantsoa
Kilalo,Fenoarivo,Ambalavao,Matsiatra Ambony,Fianarantsoa
Ambalavato,Ikalalao,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Imango I,Ikalalao,Ambohimahasoa,Matsiatra Ambony,Fianarantsoa
Centre Ville,Ilaka Est,Vatomandry,Atsinanana,Toamasina
Vohitrinoro,Ilaka Est,Vatomandry,Atsinanana,Toamasina
Antanambao,Ilaka Est,Vatomandry,Atsinanana,Toamasina
Marosiky,Ilaka Est,Vatomandry,Atsinanana,Toamasina
Ivato,Ilaka Est,Vatomandry,Atsinanana,Toamasina
Befotaka,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Ambohitsara,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Fasintsara,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Ambatomanjaka,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Tsarakianja,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
Sahakondro,Fasintsara,Ifanadiana,Vatovavy,Fianarantsoa
